demarcation_code,financial_year,item_code,item_label,amount,id
KZN276,2020,irregular,Irregular Expenditure,15676365,27797
KZN276,2020,unauthorised,Unauthorised Expenditure,39197423,27798
KZN276,2021,fruitless,Fruitless and Wasteful Expenditure,318024,27799
KZN276,2021,irregular,Irregular Expenditure,8836899,27800
KZN276,2021,unauthorised,Unauthorised Expenditure,44748909,27801
KZN281,2019,fruitless,Fruitless and Wasteful Expenditure,62734,27802
KZN281,2018,fruitless,Fruitless and Wasteful Expenditure,196562,18181
KZN281,2018,irregular,Irregular Expenditure,15391697,18182
KZN281,2018,unauthorised,Unauthorised Expenditure,26287624,18183
KZN281,2019,irregular,Irregular Expenditure,31301374,27803
KZN281,2019,unauthorised,Unauthorised Expenditure,0,27804
KZN281,2020,fruitless,Fruitless and Wasteful Expenditure,30759,27805
KZN281,2020,irregular,Irregular Expenditure,24692602,27806
KZN281,2020,unauthorised,Unauthorised Expenditure,0,27807
KZN281,2021,fruitless,Fruitless and Wasteful Expenditure,15290,27808
KZN281,2021,irregular,Irregular Expenditure,45001629,27809
KZN281,2021,unauthorised,Unauthorised Expenditure,9687889,27810
KZN282,2019,fruitless,Fruitless and Wasteful Expenditure,0,27811
KZN282,2018,fruitless,Fruitless and Wasteful Expenditure,0,18193
KZN282,2018,irregular,Irregular Expenditure,3037670,18194
KZN282,2018,unauthorised,Unauthorised Expenditure,0,18195
KZN282,2019,irregular,Irregular Expenditure,125161354,27812
KZN282,2019,unauthorised,Unauthorised Expenditure,0,27813
KZN282,2020,fruitless,Fruitless and Wasteful Expenditure,0,27814
KZN282,2020,irregular,Irregular Expenditure,52657387,27815
KZN282,2020,unauthorised,Unauthorised Expenditure,0,27816
KZN282,2021,fruitless,Fruitless and Wasteful Expenditure,0,27817
KZN282,2021,irregular,Irregular Expenditure,12480823,27818
KZN282,2021,unauthorised,Unauthorised Expenditure,0,27819
KZN284,2019,fruitless,Fruitless and Wasteful Expenditure,6920,27820
KZN284,2018,fruitless,Fruitless and Wasteful Expenditure,1802099,18205
KZN284,2018,irregular,Irregular Expenditure,3051897,18206
KZN284,2018,unauthorised,Unauthorised Expenditure,14825445,18207
KZN284,2019,irregular,Irregular Expenditure,57738667,27821
KZN284,2019,unauthorised,Unauthorised Expenditure,0,27822
KZN284,2020,fruitless,Fruitless and Wasteful Expenditure,7414,27823
KZN284,2020,irregular,Irregular Expenditure,53517479,27824
KZN284,2020,unauthorised,Unauthorised Expenditure,11177238,27825
KZN284,2021,fruitless,Fruitless and Wasteful Expenditure,1275,27826
KZN284,2021,irregular,Irregular Expenditure,35138579,27827
KZN284,2021,unauthorised,Unauthorised Expenditure,0,27828
KZN285,2019,fruitless,Fruitless and Wasteful Expenditure,341816,27829
KZN285,2018,fruitless,Fruitless and Wasteful Expenditure,56504,18217
KZN285,2018,irregular,Irregular Expenditure,36243502,18218
KZN285,2018,unauthorised,Unauthorised Expenditure,1508905,18219
KZN285,2019,irregular,Irregular Expenditure,23546083,27830
KZN285,2019,unauthorised,Unauthorised Expenditure,0,27831
KZN285,2020,fruitless,Fruitless and Wasteful Expenditure,990712,27832
KZN285,2020,irregular,Irregular Expenditure,23958412,27833
KZN285,2020,unauthorised,Unauthorised Expenditure,5708265,27834
KZN285,2021,fruitless,Fruitless and Wasteful Expenditure,201340,27835
KZN285,2021,irregular,Irregular Expenditure,24345817,27836
KZN285,2021,unauthorised,Unauthorised Expenditure,0,27837
KZN286,2019,fruitless,Fruitless and Wasteful Expenditure,124202,27838
KZN286,2018,fruitless,Fruitless and Wasteful Expenditure,1708820,18229
KZN286,2018,irregular,Irregular Expenditure,10735520,18230
KZN286,2018,unauthorised,Unauthorised Expenditure,11391448,18231
KZN286,2019,irregular,Irregular Expenditure,4872733,27839
KZN286,2019,unauthorised,Unauthorised Expenditure,11103547,27840
KZN286,2020,fruitless,Fruitless and Wasteful Expenditure,213154,27841
KZN286,2020,irregular,Irregular Expenditure,1958137,27842
KZN286,2020,unauthorised,Unauthorised Expenditure,2921090,27843
KZN286,2021,fruitless,Fruitless and Wasteful Expenditure,151098,27844
KZN286,2021,irregular,Irregular Expenditure,9397515,27845
KZN286,2021,unauthorised,Unauthorised Expenditure,0,27846
KZN291,2019,fruitless,Fruitless and Wasteful Expenditure,66748,27847
KZN291,2018,fruitless,Fruitless and Wasteful Expenditure,73577,18241
KZN291,2018,irregular,Irregular Expenditure,10759963,18242
KZN291,2018,unauthorised,Unauthorised Expenditure,18260204,18243
KZN291,2019,irregular,Irregular Expenditure,21773114,27848
KZN291,2019,unauthorised,Unauthorised Expenditure,28022764,27849
KZN291,2020,fruitless,Fruitless and Wasteful Expenditure,17706,27850
KZN291,2020,irregular,Irregular Expenditure,15542874,27851
KZN291,2020,unauthorised,Unauthorised Expenditure,3757348,27852
KZN291,2021,fruitless,Fruitless and Wasteful Expenditure,166750,27853
KZN291,2021,irregular,Irregular Expenditure,10342370,27854
KZN291,2021,unauthorised,Unauthorised Expenditure,0,27855
KZN292,2019,fruitless,Fruitless and Wasteful Expenditure,0,27856
KZN292,2018,fruitless,Fruitless and Wasteful Expenditure,20000,18253
KZN292,2018,irregular,Irregular Expenditure,127689576,18254
KZN292,2018,unauthorised,Unauthorised Expenditure,0,18255
KZN292,2019,irregular,Irregular Expenditure,183135170,27857
KZN292,2019,unauthorised,Unauthorised Expenditure,0,27858
KZN292,2020,fruitless,Fruitless and Wasteful Expenditure,0,27859
KZN292,2020,irregular,Irregular Expenditure,155534671,27860
KZN292,2020,unauthorised,Unauthorised Expenditure,22092288,27861
KZN292,2021,fruitless,Fruitless and Wasteful Expenditure,0,27862
KZN292,2021,irregular,Irregular Expenditure,68753850,27863
KZN292,2021,unauthorised,Unauthorised Expenditure,17082697,27864
KZN293,2019,fruitless,Fruitless and Wasteful Expenditure,6969,27865
KZN293,2018,fruitless,Fruitless and Wasteful Expenditure,0,18265
KZN293,2018,irregular,Irregular Expenditure,3335009,18266
KZN293,2018,unauthorised,Unauthorised Expenditure,0,18267
KZN293,2019,irregular,Irregular Expenditure,31632862,27866
KZN293,2019,unauthorised,Unauthorised Expenditure,0,27867
KZN293,2020,fruitless,Fruitless and Wasteful Expenditure,5226458,27868
KZN293,2020,irregular,Irregular Expenditure,57410254,27869
KZN293,2020,unauthorised,Unauthorised Expenditure,0,27870
KZN293,2021,fruitless,Fruitless and Wasteful Expenditure,2896,27871
KZN293,2021,irregular,Irregular Expenditure,0,27872
KZN293,2021,unauthorised,Unauthorised Expenditure,0,27873
KZN294,2019,fruitless,Fruitless and Wasteful Expenditure,890685,27874
KZN294,2018,fruitless,Fruitless and Wasteful Expenditure,761071,18277
KZN294,2018,irregular,Irregular Expenditure,3146129,18278
KZN294,2018,unauthorised,Unauthorised Expenditure,0,18279
KZN294,2019,irregular,Irregular Expenditure,6719998,27875
KZN294,2019,unauthorised,Unauthorised Expenditure,0,27876
KZN294,2020,fruitless,Fruitless and Wasteful Expenditure,3094971,27877
KZN294,2020,irregular,Irregular Expenditure,34051165,27878
KZN294,2020,unauthorised,Unauthorised Expenditure,0,27879
KZN294,2021,fruitless,Fruitless and Wasteful Expenditure,39888,27880
KZN294,2021,irregular,Irregular Expenditure,159540,27881
KZN294,2021,unauthorised,Unauthorised Expenditure,0,27882
KZN433,2019,fruitless,Fruitless and Wasteful Expenditure,15908,27883
KZN433,2018,fruitless,Fruitless and Wasteful Expenditure,16247,18289
KZN433,2018,irregular,Irregular Expenditure,28628216,18290
KZN433,2018,unauthorised,Unauthorised Expenditure,0,18291
KZN433,2019,irregular,Irregular Expenditure,225968471,27884
KZN433,2019,unauthorised,Unauthorised Expenditure,0,27885
KZN433,2020,fruitless,Fruitless and Wasteful Expenditure,0,27886
KZN433,2020,irregular,Irregular Expenditure,35738872,27887
KZN433,2020,unauthorised,Unauthorised Expenditure,0,27888
KZN433,2021,fruitless,Fruitless and Wasteful Expenditure,0,27889
KZN433,2021,irregular,Irregular Expenditure,49713355,27890
KZN433,2021,unauthorised,Unauthorised Expenditure,0,27891
KZN434,2019,fruitless,Fruitless and Wasteful Expenditure,2395,27892
KZN434,2018,fruitless,Fruitless and Wasteful Expenditure,2856,18301
KZN434,2018,irregular,Irregular Expenditure,12209062,18302
KZN434,2018,unauthorised,Unauthorised Expenditure,0,18303
KZN434,2019,irregular,Irregular Expenditure,580000,27893
KZN434,2019,unauthorised,Unauthorised Expenditure,0,27894
KZN434,2020,fruitless,Fruitless and Wasteful Expenditure,5770,27895
KZN434,2020,irregular,Irregular Expenditure,273857930,27896
KZN434,2020,unauthorised,Unauthorised Expenditure,0,27897
KZN434,2021,fruitless,Fruitless and Wasteful Expenditure,0,27898
KZN434,2021,irregular,Irregular Expenditure,66535431,27899
KZN434,2021,unauthorised,Unauthorised Expenditure,0,27900
KZN435,2019,fruitless,Fruitless and Wasteful Expenditure,0,27901
KZN435,2018,fruitless,Fruitless and Wasteful Expenditure,0,18313
KZN435,2018,irregular,Irregular Expenditure,2609098,18314
KZN435,2018,unauthorised,Unauthorised Expenditure,0,18315
KZN435,2019,irregular,Irregular Expenditure,40498586,27902
KZN435,2019,unauthorised,Unauthorised Expenditure,0,27903
KZN435,2020,fruitless,Fruitless and Wasteful Expenditure,0,27904
KZN435,2020,irregular,Irregular Expenditure,5471098,27905
KZN435,2020,unauthorised,Unauthorised Expenditure,0,27906
KZN435,2021,fruitless,Fruitless and Wasteful Expenditure,0,27907
KZN435,2021,irregular,Irregular Expenditure,21385537,27908
KZN435,2021,unauthorised,Unauthorised Expenditure,0,27909
KZN436,2019,fruitless,Fruitless and Wasteful Expenditure,328804,27910
KZN436,2018,fruitless,Fruitless and Wasteful Expenditure,11690,18325
KZN436,2018,irregular,Irregular Expenditure,10862408,18326
KZN436,2018,unauthorised,Unauthorised Expenditure,0,18327
KZN436,2019,irregular,Irregular Expenditure,9300590,27911
KZN436,2019,unauthorised,Unauthorised Expenditure,0,27912
KZN436,2020,fruitless,Fruitless and Wasteful Expenditure,7863,27913
KZN436,2020,irregular,Irregular Expenditure,45679693,27914
KZN436,2020,unauthorised,Unauthorised Expenditure,0,27915
KZN436,2021,fruitless,Fruitless and Wasteful Expenditure,93652,27916
KZN436,2021,irregular,Irregular Expenditure,11032923,27917
KZN436,2021,unauthorised,Unauthorised Expenditure,0,27918
LIM331,2019,fruitless,Fruitless and Wasteful Expenditure,23676,27919
LIM331,2018,fruitless,Fruitless and Wasteful Expenditure,173262,18337
LIM331,2018,irregular,Irregular Expenditure,2929999,18338
LIM331,2018,unauthorised,Unauthorised Expenditure,206452633,18339
LIM331,2019,irregular,Irregular Expenditure,0,27920
LIM331,2019,unauthorised,Unauthorised Expenditure,30660098,27921
LIM331,2020,fruitless,Fruitless and Wasteful Expenditure,17696,27922
LIM331,2020,irregular,Irregular Expenditure,26458885,27923
LIM331,2020,unauthorised,Unauthorised Expenditure,0,27924
LIM331,2021,fruitless,Fruitless and Wasteful Expenditure,86005,27925
LIM331,2021,irregular,Irregular Expenditure,10596671,27926
LIM331,2021,unauthorised,Unauthorised Expenditure,51282044,27927
LIM332,2019,fruitless,Fruitless and Wasteful Expenditure,1019720,27928
LIM332,2018,fruitless,Fruitless and Wasteful Expenditure,97526,18349
LIM332,2018,irregular,Irregular Expenditure,96376555,18350
LIM332,2018,unauthorised,Unauthorised Expenditure,51199769,18351
LIM332,2019,irregular,Irregular Expenditure,46458804,27929
LIM332,2019,unauthorised,Unauthorised Expenditure,75088605,27930
LIM332,2020,fruitless,Fruitless and Wasteful Expenditure,534712,27931
LIM332,2020,irregular,Irregular Expenditure,28545151,27932
LIM332,2020,unauthorised,Unauthorised Expenditure,47372610,27933
LIM332,2021,fruitless,Fruitless and Wasteful Expenditure,1243158,27934
LIM332,2021,irregular,Irregular Expenditure,33872398,27935
LIM332,2021,unauthorised,Unauthorised Expenditure,19585070,27936
LIM333,2019,fruitless,Fruitless and Wasteful Expenditure,9975974,27937
LIM333,2018,fruitless,Fruitless and Wasteful Expenditure,6196828,18361
LIM333,2018,irregular,Irregular Expenditure,12252915,18362
LIM333,2018,unauthorised,Unauthorised Expenditure,111909226,18363
LIM333,2019,irregular,Irregular Expenditure,7438134,27938
LIM333,2019,unauthorised,Unauthorised Expenditure,83025989,27939
LIM333,2020,fruitless,Fruitless and Wasteful Expenditure,5997293,27940
LIM333,2020,irregular,Irregular Expenditure,47770241,27941
LIM333,2020,unauthorised,Unauthorised Expenditure,0,27942
LIM333,2021,fruitless,Fruitless and Wasteful Expenditure,6166778,27943
LIM333,2021,irregular,Irregular Expenditure,29565272,27944
LIM333,2021,unauthorised,Unauthorised Expenditure,15083719,27945
LIM334,2019,fruitless,Fruitless and Wasteful Expenditure,44631,27946
LIM334,2018,fruitless,Fruitless and Wasteful Expenditure,241052,18373
LIM334,2018,irregular,Irregular Expenditure,37361036,18374
LIM334,2018,unauthorised,Unauthorised Expenditure,68675685,18375
LIM334,2019,irregular,Irregular Expenditure,35504537,27947
LIM334,2019,unauthorised,Unauthorised Expenditure,99659596,27948
LIM334,2020,fruitless,Fruitless and Wasteful Expenditure,422519,27949
LIM334,2020,irregular,Irregular Expenditure,23508094,27950
LIM334,2020,unauthorised,Unauthorised Expenditure,82984375,27951
LIM334,2021,fruitless,Fruitless and Wasteful Expenditure,86673,27952
LIM334,2021,irregular,Irregular Expenditure,28553529,27953
LIM334,2021,unauthorised,Unauthorised Expenditure,27120364,27954
LIM335,2019,fruitless,Fruitless and Wasteful Expenditure,661832,27955
LIM335,2018,fruitless,Fruitless and Wasteful Expenditure,0,18385
LIM335,2018,irregular,Irregular Expenditure,5204392,18386
LIM335,2018,unauthorised,Unauthorised Expenditure,0,18387
LIM335,2019,irregular,Irregular Expenditure,17231820,27956
LIM335,2019,unauthorised,Unauthorised Expenditure,18665116,27957
LIM335,2020,fruitless,Fruitless and Wasteful Expenditure,2536,27958
LIM335,2020,irregular,Irregular Expenditure,30471422,27959
LIM335,2020,unauthorised,Unauthorised Expenditure,0,27960
LIM335,2021,fruitless,Fruitless and Wasteful Expenditure,192757,27961
LIM335,2021,irregular,Irregular Expenditure,52330301,27962
LIM335,2021,unauthorised,Unauthorised Expenditure,20914389,27963
LIM341,2019,fruitless,Fruitless and Wasteful Expenditure,6641456,27964
LIM341,2018,fruitless,Fruitless and Wasteful Expenditure,2948078,18397
LIM341,2018,irregular,Irregular Expenditure,21734708,18398
LIM341,2018,unauthorised,Unauthorised Expenditure,0,18399
LIM341,2019,irregular,Irregular Expenditure,11539759,27965
LIM341,2019,unauthorised,Unauthorised Expenditure,0,27966
LIM341,2020,fruitless,Fruitless and Wasteful Expenditure,6290130,27967
LIM341,2020,irregular,Irregular Expenditure,12451211,27968
LIM341,2020,unauthorised,Unauthorised Expenditure,61447703,27969
LIM341,2021,fruitless,Fruitless and Wasteful Expenditure,61569,27970
LIM341,2021,irregular,Irregular Expenditure,23182105,27971
LIM341,2021,unauthorised,Unauthorised Expenditure,0,27972
LIM343,2019,fruitless,Fruitless and Wasteful Expenditure,6656495,27973
LIM343,2018,fruitless,Fruitless and Wasteful Expenditure,9927799,18409
LIM343,2018,irregular,Irregular Expenditure,891925,18410
LIM343,2018,unauthorised,Unauthorised Expenditure,32185551,18411
LIM343,2019,irregular,Irregular Expenditure,29781336,27974
LIM343,2019,unauthorised,Unauthorised Expenditure,24798979,27975
LIM343,2020,fruitless,Fruitless and Wasteful Expenditure,135948,27976
LIM343,2020,irregular,Irregular Expenditure,16282437,27977
LIM343,2020,unauthorised,Unauthorised Expenditure,0,27978
LIM343,2021,fruitless,Fruitless and Wasteful Expenditure,17173,27979
LIM343,2021,irregular,Irregular Expenditure,186218,27980
LIM343,2021,unauthorised,Unauthorised Expenditure,0,27981
LIM344,2019,fruitless,Fruitless and Wasteful Expenditure,67368,27982
LIM344,2018,fruitless,Fruitless and Wasteful Expenditure,606305,18421
LIM344,2018,irregular,Irregular Expenditure,33511668,18422
LIM344,2018,unauthorised,Unauthorised Expenditure,164328776,18423
LIM344,2019,irregular,Irregular Expenditure,14204502,27983
LIM344,2019,unauthorised,Unauthorised Expenditure,84406344,27984
LIM344,2020,fruitless,Fruitless and Wasteful Expenditure,232213,27985
LIM344,2020,irregular,Irregular Expenditure,6333963,27986
LIM344,2020,unauthorised,Unauthorised Expenditure,60502276,27987
LIM344,2021,fruitless,Fruitless and Wasteful Expenditure,880,27988
LIM344,2021,irregular,Irregular Expenditure,0,27989
LIM344,2021,unauthorised,Unauthorised Expenditure,0,27990
LIM345,2019,fruitless,Fruitless and Wasteful Expenditure,1163285,27991
LIM345,2018,fruitless,Fruitless and Wasteful Expenditure,223585,18433
LIM345,2018,irregular,Irregular Expenditure,45428621,18434
LIM345,2018,unauthorised,Unauthorised Expenditure,4998192,18435
LIM345,2019,irregular,Irregular Expenditure,104918823,27992
LIM345,2019,unauthorised,Unauthorised Expenditure,10368863,27993
LIM345,2020,fruitless,Fruitless and Wasteful Expenditure,399787,27994
LIM345,2020,irregular,Irregular Expenditure,80194094,27995
LIM345,2020,unauthorised,Unauthorised Expenditure,83758985,27996
LIM345,2021,fruitless,Fruitless and Wasteful Expenditure,4605,27997
LIM345,2021,irregular,Irregular Expenditure,82341432,27998
LIM345,2021,unauthorised,Unauthorised Expenditure,45453428,27999
LIM351,2019,fruitless,Fruitless and Wasteful Expenditure,3415,28000
LIM351,2018,fruitless,Fruitless and Wasteful Expenditure,286917,18445
LIM351,2018,irregular,Irregular Expenditure,13959006,18446
LIM351,2018,unauthorised,Unauthorised Expenditure,0,18447
LIM351,2019,irregular,Irregular Expenditure,25292789,28001
LIM351,2019,unauthorised,Unauthorised Expenditure,0,28002
LIM351,2020,fruitless,Fruitless and Wasteful Expenditure,2492,28003
LIM351,2020,irregular,Irregular Expenditure,11442432,28004
LIM351,2020,unauthorised,Unauthorised Expenditure,3348006,28005
LIM351,2021,fruitless,Fruitless and Wasteful Expenditure,0,28006
LIM351,2021,irregular,Irregular Expenditure,30286364,28007
LIM351,2021,unauthorised,Unauthorised Expenditure,0,28008
LIM353,2019,fruitless,Fruitless and Wasteful Expenditure,40916,28009
LIM353,2018,fruitless,Fruitless and Wasteful Expenditure,48597,18457
LIM353,2018,irregular,Irregular Expenditure,54162,18458
LIM353,2018,unauthorised,Unauthorised Expenditure,1433680,18459
LIM353,2019,irregular,Irregular Expenditure,0,28010
LIM353,2019,unauthorised,Unauthorised Expenditure,8835388,28011
LIM353,2020,fruitless,Fruitless and Wasteful Expenditure,127550,28012
LIM353,2020,irregular,Irregular Expenditure,2033617,28013
LIM353,2020,unauthorised,Unauthorised Expenditure,0,28014
LIM353,2021,fruitless,Fruitless and Wasteful Expenditure,28477,28015
LIM353,2021,irregular,Irregular Expenditure,2303412,28016
LIM353,2021,unauthorised,Unauthorised Expenditure,0,28017
LIM354,2019,fruitless,Fruitless and Wasteful Expenditure,0,28018
LIM354,2018,fruitless,Fruitless and Wasteful Expenditure,98208,18469
LIM354,2018,irregular,Irregular Expenditure,89451307,18470
LIM354,2018,unauthorised,Unauthorised Expenditure,411050617,18471
LIM354,2019,irregular,Irregular Expenditure,3512495,28019
LIM354,2019,unauthorised,Unauthorised Expenditure,437080272,28020
LIM354,2020,fruitless,Fruitless and Wasteful Expenditure,0,28021
LIM354,2020,irregular,Irregular Expenditure,1459413,28022
LIM354,2020,unauthorised,Unauthorised Expenditure,462089517,28023
LIM354,2021,fruitless,Fruitless and Wasteful Expenditure,17708,28024
LIM354,2021,irregular,Irregular Expenditure,72934604,28025
LIM354,2021,unauthorised,Unauthorised Expenditure,614252938,28026
LIM355,2019,fruitless,Fruitless and Wasteful Expenditure,44903,28027
LIM355,2018,fruitless,Fruitless and Wasteful Expenditure,4894,18481
LIM355,2018,irregular,Irregular Expenditure,71018805,18482
LIM355,2018,unauthorised,Unauthorised Expenditure,0,18483
LIM355,2019,irregular,Irregular Expenditure,76439726,28028
LIM355,2019,unauthorised,Unauthorised Expenditure,1105103,28029
LIM355,2020,fruitless,Fruitless and Wasteful Expenditure,16946882,28030
LIM355,2020,irregular,Irregular Expenditure,32778858,28031
LIM355,2020,unauthorised,Unauthorised Expenditure,14110791,28032
LIM355,2021,fruitless,Fruitless and Wasteful Expenditure,243505,28033
LIM355,2021,irregular,Irregular Expenditure,10253198,28034
LIM355,2021,unauthorised,Unauthorised Expenditure,257157237,28035
LIM361,2019,fruitless,Fruitless and Wasteful Expenditure,8479630,28036
LIM361,2018,fruitless,Fruitless and Wasteful Expenditure,10412593,18493
LIM361,2018,irregular,Irregular Expenditure,2736496,18494
LIM361,2018,unauthorised,Unauthorised Expenditure,19448745,18495
LIM361,2019,irregular,Irregular Expenditure,39495921,28037
LIM361,2019,unauthorised,Unauthorised Expenditure,0,28038
LIM361,2020,fruitless,Fruitless and Wasteful Expenditure,15235142,28039
LIM361,2020,irregular,Irregular Expenditure,58755205,28040
LIM361,2020,unauthorised,Unauthorised Expenditure,24855276,28041
LIM361,2021,fruitless,Fruitless and Wasteful Expenditure,12047583,28042
LIM361,2021,irregular,Irregular Expenditure,60101966,28043
LIM361,2021,unauthorised,Unauthorised Expenditure,40651314,28044
LIM362,2019,fruitless,Fruitless and Wasteful Expenditure,943897,28045
LIM362,2018,fruitless,Fruitless and Wasteful Expenditure,1124629,18505
LIM362,2018,irregular,Irregular Expenditure,8892096,18506
LIM362,2018,unauthorised,Unauthorised Expenditure,17616832,18507
LIM362,2019,irregular,Irregular Expenditure,114854274,28046
LIM362,2019,unauthorised,Unauthorised Expenditure,0,28047
LIM362,2020,fruitless,Fruitless and Wasteful Expenditure,16630013,28048
LIM362,2020,irregular,Irregular Expenditure,52044494,28049
LIM362,2020,unauthorised,Unauthorised Expenditure,0,28050
LIM362,2021,fruitless,Fruitless and Wasteful Expenditure,12295,28051
LIM362,2021,irregular,Irregular Expenditure,23083715,28052
LIM362,2021,unauthorised,Unauthorised Expenditure,0,28053
LIM366,2019,fruitless,Fruitless and Wasteful Expenditure,3822678,28054
LIM366,2018,fruitless,Fruitless and Wasteful Expenditure,2191338,18517
LIM366,2018,irregular,Irregular Expenditure,31873266,18518
LIM366,2018,unauthorised,Unauthorised Expenditure,15130663,18519
LIM366,2019,irregular,Irregular Expenditure,11126964,28055
LIM366,2019,unauthorised,Unauthorised Expenditure,14255228,28056
LIM366,2020,fruitless,Fruitless and Wasteful Expenditure,5318859,28057
LIM366,2020,irregular,Irregular Expenditure,48600206,28058
LIM366,2020,unauthorised,Unauthorised Expenditure,29988454,28059
LIM366,2021,fruitless,Fruitless and Wasteful Expenditure,834003,28060
LIM366,2021,irregular,Irregular Expenditure,14448304,28061
LIM366,2021,unauthorised,Unauthorised Expenditure,70995531,28062
LIM367,2019,fruitless,Fruitless and Wasteful Expenditure,6860886,28063
LIM367,2018,fruitless,Fruitless and Wasteful Expenditure,2606694,18529
LIM367,2018,irregular,Irregular Expenditure,373685032,18530
LIM367,2018,unauthorised,Unauthorised Expenditure,1117369419,18531
LIM367,2019,irregular,Irregular Expenditure,551211993,28064
LIM367,2019,unauthorised,Unauthorised Expenditure,231659382,28065
LIM367,2020,fruitless,Fruitless and Wasteful Expenditure,50409001,28066
LIM367,2020,irregular,Irregular Expenditure,436898327,28067
LIM367,2020,unauthorised,Unauthorised Expenditure,78485890,28068
LIM367,2021,fruitless,Fruitless and Wasteful Expenditure,3589209,28069
LIM367,2021,irregular,Irregular Expenditure,242399102,28070
LIM367,2021,unauthorised,Unauthorised Expenditure,583819945,28071
LIM368,2019,fruitless,Fruitless and Wasteful Expenditure,47533002,28072
LIM368,2018,fruitless,Fruitless and Wasteful Expenditure,19912005,18541
LIM368,2018,irregular,Irregular Expenditure,76343632,18542
LIM368,2018,unauthorised,Unauthorised Expenditure,59200393,18543
LIM368,2019,irregular,Irregular Expenditure,22250957,28073
LIM368,2019,unauthorised,Unauthorised Expenditure,141408216,28074
LIM368,2020,fruitless,Fruitless and Wasteful Expenditure,55583956,28075
LIM368,2020,irregular,Irregular Expenditure,48375393,28076
LIM368,2020,unauthorised,Unauthorised Expenditure,94158826,28077
LIM368,2021,fruitless,Fruitless and Wasteful Expenditure,30720491,28078
LIM368,2021,irregular,Irregular Expenditure,33042442,28079
LIM368,2021,unauthorised,Unauthorised Expenditure,131631710,28080
LIM471,2019,fruitless,Fruitless and Wasteful Expenditure,114365,28081
LIM471,2018,fruitless,Fruitless and Wasteful Expenditure,209439,18553
LIM471,2018,irregular,Irregular Expenditure,20966377,18554
LIM471,2018,unauthorised,Unauthorised Expenditure,0,18555
LIM471,2019,irregular,Irregular Expenditure,23647926,28082
LIM471,2019,unauthorised,Unauthorised Expenditure,0,28083
LIM471,2020,fruitless,Fruitless and Wasteful Expenditure,105887,28084
LIM471,2020,irregular,Irregular Expenditure,1098702,28085
LIM471,2020,unauthorised,Unauthorised Expenditure,0,28086
LIM471,2021,fruitless,Fruitless and Wasteful Expenditure,2942611,28087
LIM471,2021,irregular,Irregular Expenditure,7977419,28088
LIM471,2021,unauthorised,Unauthorised Expenditure,0,28089
LIM472,2019,fruitless,Fruitless and Wasteful Expenditure,595640,28090
LIM472,2018,fruitless,Fruitless and Wasteful Expenditure,421359,18565
LIM472,2018,irregular,Irregular Expenditure,82617973,18566
LIM472,2018,unauthorised,Unauthorised Expenditure,75392906,18567
LIM472,2019,irregular,Irregular Expenditure,49832896,28091
LIM472,2019,unauthorised,Unauthorised Expenditure,35450000,28092
LIM472,2020,fruitless,Fruitless and Wasteful Expenditure,295173,28093
LIM472,2020,irregular,Irregular Expenditure,82606788,28094
LIM472,2020,unauthorised,Unauthorised Expenditure,7896279,28095
LIM472,2021,fruitless,Fruitless and Wasteful Expenditure,2184677,28096
LIM472,2021,irregular,Irregular Expenditure,77379399,28097
LIM472,2021,unauthorised,Unauthorised Expenditure,40945923,28098
LIM473,2019,fruitless,Fruitless and Wasteful Expenditure,103,28099
LIM473,2018,fruitless,Fruitless and Wasteful Expenditure,64862,18577
LIM473,2018,irregular,Irregular Expenditure,0,18578
LIM473,2018,unauthorised,Unauthorised Expenditure,48020749,18579
LIM473,2019,irregular,Irregular Expenditure,67928767,28100
LIM473,2019,unauthorised,Unauthorised Expenditure,60197372,28101
LIM473,2020,fruitless,Fruitless and Wasteful Expenditure,8,28102
LIM473,2020,irregular,Irregular Expenditure,80667315,28103
LIM473,2020,unauthorised,Unauthorised Expenditure,48175022,28104
LIM473,2021,fruitless,Fruitless and Wasteful Expenditure,0,28105
LIM473,2021,irregular,Irregular Expenditure,62417624,28106
LIM473,2021,unauthorised,Unauthorised Expenditure,38086857,28107
LIM476,2019,fruitless,Fruitless and Wasteful Expenditure,31874531,28108
LIM476,2018,fruitless,Fruitless and Wasteful Expenditure,1787436,18589
LIM476,2018,irregular,Irregular Expenditure,77305102,18590
LIM476,2018,unauthorised,Unauthorised Expenditure,297671926,18591
LIM476,2019,irregular,Irregular Expenditure,148977824,28109
LIM476,2019,unauthorised,Unauthorised Expenditure,4087039,28110
LIM476,2020,fruitless,Fruitless and Wasteful Expenditure,10415133,28111
LIM476,2020,irregular,Irregular Expenditure,457904026,28112
LIM476,2020,unauthorised,Unauthorised Expenditure,29615100,28113
LIM476,2021,fruitless,Fruitless and Wasteful Expenditure,5668684,28114
LIM476,2021,irregular,Irregular Expenditure,139763961,28115
LIM476,2021,unauthorised,Unauthorised Expenditure,94300362,28116
MAN,2019,fruitless,Fruitless and Wasteful Expenditure,9537975,28117
MAN,2018,fruitless,Fruitless and Wasteful Expenditure,25866875,18601
MAN,2018,irregular,Irregular Expenditure,95241867,18602
MAN,2018,unauthorised,Unauthorised Expenditure,852316053,18603
MAN,2019,irregular,Irregular Expenditure,842457694,28118
MAN,2019,unauthorised,Unauthorised Expenditure,1363962321,28119
